Economic power;NEO nominee split;Economic nominee split;Total consensus nodes; Economic Node NEO Support
0.14285715;1;1;7;2.5E7
0.2857143;1;2;7;1.25E7
0.42857143;1;3;7;8333333.5
0.5714286;1;4;7;6250000.0
0.71428573;1;5;7;5000000.0
0.85714287;1;6;7;4166666.8
0.85714287;1;7;7;3571428.5
0.85714287;1;8;7;3125000.0
0.85714287;1;9;7;2777777.8
0.85714287;1;10;7;2500000.0
0.85714287;1;11;7;2272727.2
0.85714287;1;12;7;2083333.4
0.85714287;1;13;7;1923076.9
0.85714287;1;14;7;1785714.2
0.85714287;1;15;7;1666666.6
0.85714287;1;16;7;1562500.0
0.85714287;1;17;7;1470588.2
0.85714287;1;18;7;1388888.9
0.85714287;1;19;7;1315789.5
0.85714287;1;20;7;1250000.0
0.85714287;1;21;7;1190476.2
0.85714287;1;22;7;1136363.6
0.85714287;1;23;7;1086956.5
0.85714287;1;24;7;1041666.7
0.85714287;1;25;7;1000000.0
0.85714287;1;26;7;961538.44
0.85714287;1;27;7;925925.94
0.85714287;1;28;7;892857.1
0.85714287;1;29;7;862068.94
0.85714287;1;30;7;833333.3
0.85714287;1;31;7;806451.6
0.85714287;1;32;7;781250.0
0.85714287;1;33;7;757575.75
0.85714287;1;34;7;735294.1
0.85714287;1;35;7;714285.7
0.85714287;1;36;7;694444.44
0.85714287;1;37;7;675675.7
0.85714287;1;38;7;657894.75
0.85714287;1;39;7;641025.6
0.85714287;1;40;7;625000.0
0.85714287;1;41;7;609756.1
0.85714287;1;42;7;595238.1
0.85714287;1;43;7;581395.4
0.875;1;44;8;568181.8
0.875;1;45;8;555555.56
0.875;1;46;8;543478.25
0.875;1;47;8;531914.9
0.875;1;48;8;520833.34
0.875;1;49;8;510204.1
0.8888889;1;50;9;500000.0
0.8888889;1;51;9;490196.1
0.8888889;1;52;9;480769.22
0.8888889;1;53;9;471698.12
0.8888889;1;54;9;462962.97
0.8888889;1;55;9;454545.47
0.9;1;56;10;446428.56
0.9;1;57;10;438596.5
0.9;1;58;10;431034.47
0.9;1;59;10;423728.8
0.9;1;60;10;416666.66
0.9;1;61;10;409836.06
0.90909094;1;62;11;403225.8
0.90909094;1;63;11;396825.4
0.90909094;1;64;11;390625.0
0.90909094;1;65;11;384615.38
0.90909094;1;66;11;378787.88
0.90909094;1;67;11;373134.34
0.9166667;1;68;12;367647.06
0.9166667;1;69;12;362318.84
0.9166667;1;70;12;357142.84
0.9166667;1;71;12;352112.7
0.9166667;1;72;12;347222.22
0.9166667;1;73;12;342465.75
0.9230769;1;74;13;337837.84
0.9230769;1;75;13;333333.34
0.9230769;1;76;13;328947.38
0.9230769;1;77;13;324675.3
0.9230769;1;78;13;320512.8
0.9230769;1;79;13;316455.7
0.9285714;1;80;14;312500.0
0.9285714;1;81;14;308641.97
0.9285714;1;82;14;304878.06
0.9285714;1;83;14;301204.8
0.9285714;1;84;14;297619.06
0.9285714;1;85;14;294117.66
0.93333334;1;86;15;290697.7
0.93333334;1;87;15;287356.3
0.93333334;1;88;15;284090.9
0.93333334;1;89;15;280898.88
0.93333334;1;90;15;277777.78
0.93333334;1;91;15;274725.28
0.9375;1;92;16;271739.12
0.9375;1;93;16;268817.22
0.9375;1;94;16;265957.44
0.9375;1;95;16;263157.9
0.9375;1;96;16;260416.67
0.9375;1;97;16;257731.95
0.9411765;1;98;17;255102.05
0.9411765;1;99;17;252525.25
0.9411765;1;100;17;250000.0
0.9411765;1;101;17;247524.75
0.9411765;1;102;17;245098.05
0.9411765;1;103;17;242718.45
0.9444444;1;104;18;240384.61
0.9444444;1;105;18;238095.23
0.9444444;1;106;18;235849.06
0.9444444;1;107;18;233644.86
0.9444444;1;108;18;231481.48
0.9444444;1;109;18;229357.8
0.94736844;1;110;19;227272.73
0.94736844;1;111;19;225225.22
0.94736844;1;112;19;223214.28
0.94736844;1;113;19;221238.94
0.94736844;1;114;19;219298.25
0.94736844;1;115;19;217391.3
0.95;1;116;20;215517.23
0.95;1;117;20;213675.22
0.95;1;118;20;211864.4
0.95;1;119;20;210084.03
0.95;1;120;20;208333.33
0.95;1;121;20;206611.56
0.95238096;1;122;21;204918.03
0.95238096;1;123;21;203252.03
0.95238096;1;124;21;201612.9
0.95238096;1;125;21;200000.0
0.95238096;1;126;21;198412.7
0.95238096;1;127;21;196850.39
0.95454544;1;128;22;195312.5
0.95454544;1;129;22;193798.45
0.95454544;1;130;22;192307.69
0.95454544;1;131;22;190839.69
0.95454544;1;132;22;189393.94
0.95454544;1;133;22;187969.92
0.95652175;1;134;23;186567.17
0.95652175;1;135;23;185185.19
0.95652175;1;136;23;183823.53
0.95652175;1;137;23;182481.75
0.95652175;1;138;23;181159.42
0.95652175;1;139;23;179856.11
0.9583333;1;140;24;178571.42
0.9583333;1;141;24;177304.97
0.9583333;1;142;24;176056.34
0.9583333;1;143;24;174825.17
0.9583333;1;144;24;173611.11
0.9583333;1;145;24;172413.8
0.96;1;146;25;171232.88
0.96;1;147;25;170068.03
0.96;1;148;25;168918.92
0.96;1;149;25;167785.23
0.96;1;150;25;166666.67
0.96;1;151;25;165562.9
0.96153843;1;152;26;164473.69
0.96153843;1;153;26;163398.69
0.96153843;1;154;26;162337.66
0.96153843;1;155;26;161290.33
0.96153843;1;156;26;160256.4
0.96153843;1;157;26;159235.67
0.962963;1;158;27;158227.84
0.962963;1;159;27;157232.7
0.962963;1;160;27;156250.0
0.962963;1;161;27;155279.5
0.962963;1;162;27;154320.98
0.962963;1;163;27;153374.23
0.96428573;1;164;28;152439.03
0.96428573;1;165;28;151515.16
0.96428573;1;166;28;150602.4
0.96428573;1;167;28;149700.6
0.96428573;1;168;28;148809.53
0.96428573;1;169;28;147929.0
0.9655172;1;170;29;147058.83
0.9655172;1;171;29;146198.83
0.9655172;1;172;29;145348.84
0.9655172;1;173;29;144508.67
0.9655172;1;174;29;143678.16
0.9655172;1;175;29;142857.14
0.96666664;1;176;30;142045.45
0.96666664;1;177;30;141242.94
0.96666664;1;178;30;140449.44
0.96666664;1;179;30;139664.8
0.96666664;1;180;30;138888.89
0.96666664;1;181;30;138121.55
0.9677419;1;182;31;137362.64
0.9677419;1;183;31;136612.02
0.9677419;1;184;31;135869.56
0.9677419;1;185;31;135135.14
0.9677419;1;186;31;134408.61
0.9677419;1;187;31;133689.84
0.96875;1;188;32;132978.72
0.96875;1;189;32;132275.12
0.96875;1;190;32;131578.95
0.96875;1;191;32;130890.055
0.96875;1;192;32;130208.336
0.96875;1;193;32;129533.68
0.969697;1;194;33;128865.98
0.969697;1;195;33;128205.125
0.969697;1;196;33;127551.02
0.969697;1;197;33;126903.555
0.969697;1;198;33;126262.625
0.969697;1;199;33;125628.14
0.9705882;1;200;34;125000.0
0.9705882;1;201;34;124378.11
0.9705882;1;202;34;123762.375
0.9705882;1;203;34;123152.71
0.9705882;1;204;34;122549.02
0.9705882;1;205;34;121951.22
0.9714286;1;206;35;121359.23
0.9714286;1;207;35;120772.945
0.9714286;1;208;35;120192.305
0.9714286;1;209;35;119617.23
0.9714286;1;210;35;119047.62
0.9714286;1;211;35;118483.414
0.9722222;1;212;36;117924.53
0.9722222;1;213;36;117370.89
0.9722222;1;214;36;116822.43
0.9722222;1;215;36;116279.07
0.9722222;1;216;36;115740.74
0.9722222;1;217;36;115207.375
0.972973;1;218;37;114678.9
0.972973;1;219;37;114155.25
0.972973;1;220;37;113636.37
0.972973;1;221;37;113122.17
0.972973;1;222;37;112612.61
0.972973;1;223;37;112107.625
0.9736842;1;224;38;111607.14
0.9736842;1;225;38;111111.11
0.9736842;1;226;38;110619.47
0.9736842;1;227;38;110132.16
0.9736842;1;228;38;109649.125
0.9736842;1;229;38;109170.305
0.974359;1;230;39;108695.65
0.974359;1;231;39;108225.11
0.974359;1;232;39;107758.62
0.974359;1;233;39;107296.14
0.974359;1;234;39;106837.61
0.974359;1;235;39;106382.98
0.975;1;236;40;105932.2
0.975;1;237;40;105485.234
0.975;1;238;40;105042.016
